id,platform,channel_name,channel_id,subscriber,video_count,total_view_count,crawled_at
UC4ZA57iJrf73bJlApKFeLRw,유튜브,재밌는 거 올라온다,UC4ZA57iJrf73bJlApKFeLRw,757000,157,265133648,2023-06-29 14:22:26
