id,platform,channel_name,channel_id,subscriber,video_count,total_view_count,crawled_at
UCsM07dUwo0WOWhFbVsG8K6A,유튜브,CU [씨유튜브],UCsM07dUwo0WOWhFbVsG8K6A,854000,599,223863826,2023-06-26 16:16:21
