id,channel_id,title,intro,hashtag,running_time,uploaded_at,video_id,view_count,like_count,comment_count,crawled_at
wkPiRi2slrY,UCsM07dUwo0WOWhFbVsG8K6A,일상 속에서 get ! 하고 싶을 때,"뭐야 누구세요?
누가 제 일상 훔쳐봤나요? 🤔

우리의 일상 속, 아·아 XL가 땡기는 순간! 🧊
똑똑한 커피 한잔, CU get커피 💚

-

💌댓글 #EVENT💌
여러분의 일상 속 아·아가 땡기는 순간을 댓글에 남겨주세요🙌

📌 이벤트 기간 : 06/14(수) ~ 06/21(수)
📌 당첨자 발표 : 06/28(수)
📌 이벤트 경품 : CU모바일상품권 5천원권(10명)

#씨유 #CU #편의점 #get커피 #겟커피 #아아","['CU편의점', 'CU', '씨유', '헤이루', 'Heyroo']",01:39,2023-06-13,wkPiRi2slrY,50890,272,553,2023-06-26 16:16:21
